order_id,customer_id,customer_name,category,sub_category,unit_price,quantity,discount_pct,discount_amount,line_total,payment_method,order_date,order_year,order_month,order_quarter,order_year_month,shipping_status,is_returned,region,state
ORD-110349,CUST-4555,Susan Garcia,Beauty,Skincare,733.96,2,0.0,0.0,1467.92,Gift Card,2023-09-04,2023,9,3,2023-09,Returned,True,North,Massachusetts
ORD-106784,CUST-5471,Margaret Martin,Beauty,Personal Care,1095.21,1,0.0,0.0,1095.21,Gift Card,2024-03-22,2024,3,1,2024-03,Delivered,False,North,Connecticut
ORD-109413,CUST-2321,Ashley Smith,Toys,Dolls,170.04,6,0.0,0.0,1020.24,Credit Card,2024-02-22,2024,2,1,2024-02,Cancelled,False,South,Virginia
ORD-102480,CUST-1757,Christopher Wilson,Food & Beverage,Beverages,417.27,9,0.0,0.0,3755.43,Credit Card,2023-10-19,2023,10,4,2023-10,Cancelled,False,West,Arizona
ORD-111736,CUST-4707,Thomas Jackson,Sports,Team Sports,937.03,6,20.0,1124.44,4497.74,Debit Card,2024-01-23,2024,1,1,2024-01,Processing,False,North,New York
ORD-103392,CUST-3580,Jennifer Walker,Sports,Water Sports,1332.74,7,0.0,0.0,9329.18,Bank Transfer,2022-11-13,2022,11,4,2022-11,Cancelled,False,Central,Missouri
ORD-101099,CUST-5685,Robert Wilson,Food & Beverage,Snacks,528.44,6,0.0,0.0,3170.64,Gift Card,2024-01-07,2024,1,1,2024-01,Unknown,False,South,Texas
ORD-105484,CUST-5293,Karen Taylor,Food & Beverage,Beverages,1040.92,2,0.0,0.0,2081.84,Credit Card,2022-09-22,2022,9,3,2022-09,Returned,True,Central,Minnesota
ORD-111946,CUST-2253,Margaret Wright,Toys,Dolls,504.45,7,0.0,0.0,3531.15,Bank Transfer,2023-04-21,2023,4,2,2023-04,Shipped,False,South,Texas
ORD-109201,CUST-5948,Michael Brown,Beauty,Personal Care,667.19,9,25.0,1501.18,4503.53,Gift Card,2023-01-16,2023,1,1,2023-01,Processing,False,West,California
ORD-111728,CUST-5303,Christopher Jones,Home & Garden,Lighting,194.95,5,0.0,0.0,974.75,Credit Card,2022-10-15,2022,10,4,2022-10,Unknown,False,South,Georgia
ORD-100418,CUST-1193,Joseph Davis,Beauty,Fragrances,1010.42,9,0.0,0.0,9093.78,Debit Card,2024-05-31,2024,5,2,2024-05,Processing,False,North,New Jersey
ORD-109572,CUST-1049,Lisa Lewis,Books,Non-Fiction,96.95,5,20.0,96.95,387.8,Gift Card,2023-05-12,2023,5,2,2023-05,Shipped,False,North,New Jersey
ORD-105819,CUST-5693,Patricia Jones,Clothing,Accessories,747.63,3,15.0,336.43,1906.46,Debit Card,2022-04-11,2022,4,2,2022-04,Processing,False,Central,Minnesota
ORD-108045,CUST-5614,Mary Allen,Electronics,Headphones,155.63,2,5.0,15.56,295.7,Gift Card,2023-06-03,2023,6,2,2023-06,Cancelled,False,East,Indiana
ORD-101947,CUST-2381,Jessica Garcia,Home & Garden,Furniture,225.44,8,0.0,0.0,1803.52,Debit Card,2022-08-02,2022,8,3,2022-08,Cancelled,False,West,Washington
ORD-108542,CUST-1967,Linda Harris,Beauty,Skincare,1207.37,2,0.0,0.0,2414.74,Debit Card,2023-02-20,2023,2,1,2023-02,Processing,False,West,Washington
ORD-103336,CUST-4022,Mark Johnson,Food & Beverage,Coffee & Tea,1362.8,7,15.0,1430.94,8108.66,Unknown,2024-02-19,2024,2,1,2024-02,Delivered,False,Central,Missouri
ORD-102299,CUST-2795,Sarah Garcia,Home & Garden,Garden Tools,511.6,6,25.0,767.4,2302.2,Gift Card,2022-10-01,2022,10,4,2022-10,Delivered,False,West,California
ORD-109260,CUST-3705,Daniel Thompson,Beauty,Personal Care,683.36,9,5.0,307.51,5842.73,Paypal,2024-02-02,2024,2,1,2024-02,Returned,True,North,New York
ORD-109263,CUST-5979,David Garcia,Toys,Board Games,951.76,4,0.0,0.0,3807.04,Bank Transfer,2022-11-29,2022,11,4,2022-11,Processing,False,South,Virginia
ORD-114816,CUST-4673,Donald Jones,Books,Comics,672.85,3,25.0,504.64,1513.91,Gift Card,2024-06-11,2024,6,2,2024-06,Cancelled,False,North,New Jersey
ORD-100208,CUST-3281,James Wright,Clothing,Women'S Wear,12.57,4,0.0,0.0,50.28,Paypal,2022-09-10,2022,9,3,2022-09,Unknown,False,Central,Kansas
ORD-108377,CUST-2007,Nancy Taylor,Clothing,Men'S Wear,344.12,9,0.0,0.0,3097.08,Debit Card,2022-07-01,2022,7,3,2022-07,Delivered,False,Central,Kansas
ORD-103682,CUST-2683,Jessica Taylor,Toys,Dolls,1160.29,7,0.0,0.0,8122.03,Bank Transfer,2022-08-31,2022,8,3,2022-08,Delivered,False,North,New York
ORD-108810,CUST-2814,William Martin,Clothing,Accessories,308.59,5,20.0,308.59,1234.36,Unknown,2023-09-28,2023,9,3,2023-09,Shipped,False,West,Washington
ORD-108310,CUST-4955,Lisa Martin,Books,Children'S,717.75,2,0.0,0.0,1435.5,Bank Transfer,2023-10-24,2023,10,4,2023-10,Unknown,False,East,Wisconsin
ORD-114718,CUST-5586,Mark Harris,Food & Beverage,Snacks,741.74,5,5.0,185.44,3523.26,Gift Card,2023-06-01,2023,6,2,2023-06,Cancelled,False,Central,Colorado
ORD-100528,CUST-1994,Emily Allen,Food & Beverage,Beverages,89.28,7,10.0,62.5,562.46,Bank Transfer,2022-06-02,2022,6,2,2022-06,Delivered,False,North,Pennsylvania
ORD-105329,CUST-1904,Robert Lewis,Books,Children'S,768.14,8,0.0,0.0,6145.12,Gift Card,2024-03-07,2024,3,1,2024-03,Cancelled,False,West,Washington
ORD-100779,CUST-3247,Matthew Lewis,Toys,Stem Toys,963.52,4,0.0,0.0,3854.08,Gift Card,2022-07-29,2022,7,3,2022-07,Returned,True,North,New York
ORD-100722,CUST-5232,Mark King,Books,Comics,104.41,9,5.0,46.98,892.71,Debit Card,2023-10-20,2023,10,4,2023-10,Delivered,False,South,Virginia
ORD-107571,CUST-4187,Michael Young,Beauty,Personal Care,815.74,5,15.0,611.8,3466.9,Gift Card,2023-09-16,2023,9,3,2023-09,Delivered,False,Central,Kansas
ORD-109616,CUST-4550,Michael King,Home & Garden,Lighting,1033.41,4,0.0,0.0,4133.64,Debit Card,2024-05-13,2024,5,2,2024-05,Delivered,False,North,Pennsylvania
ORD-107313,CUST-5209,Daniel Harris,Clothing,Women'S Wear,547.06,8,0.0,0.0,4376.48,Bank Transfer,2022-10-13,2022,10,4,2022-10,Shipped,False,East,Michigan
ORD-101860,CUST-5601,Christopher Martin,Sports,Water Sports,1165.79,9,0.0,0.0,10492.11,Paypal,2022-07-04,2022,7,3,2022-07,Processing,False,West,Nevada
ORD-112852,CUST-1276,James Garcia,Books,Fiction,1315.89,2,25.0,657.94,1973.84,Paypal,2022-08-25,2022,8,3,2022-08,Processing,False,Central,Iowa
ORD-114485,CUST-2596,Betty Jackson,Toys,Board Games,610.81,6,5.0,183.24,3481.62,Credit Card,2023-12-25,2023,12,4,2023-12,Returned,True,South,Virginia
ORD-112834,CUST-2766,Donald Jackson,Toys,Board Games,454.38,7,10.0,318.07,2862.59,Bank Transfer,2022-09-12,2022,9,3,2022-09,Cancelled,False,West,California
ORD-113756,CUST-3007,Christopher Allen,Beauty,Makeup,495.51,3,10.0,148.65,1337.88,Paypal,2024-01-30,2024,1,1,2024-01,Returned,True,East,Wisconsin
ORD-101992,CUST-5601,Anthony Garcia,Food & Beverage,Snacks,917.29,2,0.0,0.0,1834.58,Credit Card,2022-07-02,2022,7,3,2022-07,Shipped,False,South,Virginia
ORD-102332,CUST-1952,Mary Lewis,Beauty,Skincare,907.67,9,15.0,1225.35,6943.68,Paypal,2023-12-09,2023,12,4,2023-12,Cancelled,False,Central,Kansas
ORD-109848,CUST-4655,Sarah Garcia,Toys,Stem Toys,888.69,8,0.0,0.0,7109.52,Credit Card,2022-02-21,2022,2,1,2022-02,Processing,False,East,Indiana
ORD-106339,CUST-2417,Sarah Wright,Electronics,Laptops,432.99,5,10.0,216.5,1948.45,Gift Card,2022-06-24,2022,6,2,2022-06,Shipped,False,North,New Jersey
ORD-110021,CUST-3254,Michael Taylor,Food & Beverage,Coffee & Tea,47.64,9,5.0,21.44,407.32,Debit Card,2022-08-14,2022,8,3,2022-08,Delivered,False,East,Wisconsin
ORD-108604,CUST-4355,Mark Davis,Food & Beverage,Coffee & Tea,680.06,2,5.0,68.01,1292.11,Paypal,2022-06-26,2022,6,2,2022-06,Shipped,False,South,North Carolina
ORD-106117,CUST-1932,David Smith,Electronics,Tablets,1483.74,8,5.0,593.5,11276.42,Bank Transfer,2023-10-27,2023,10,4,2023-10,Shipped,False,North,New Jersey
ORD-103459,CUST-1614,Anonymous,Sports,Water Sports,974.72,4,0.0,0.0,3898.88,Paypal,2023-04-06,2023,4,2,2023-04,Shipped,False,West,Nevada
ORD-107765,CUST-5677,Jennifer Lewis,Sports,Team Sports,938.93,9,0.0,0.0,8450.37,Bank Transfer,2023-03-19,2023,3,1,2023-03,Returned,True,West,California
ORD-106567,CUST-2189,Jessica Wilson,Electronics,Tablets,842.37,1,10.0,84.24,758.13,Debit Card,2023-01-20,2023,1,1,2023-01,Delivered,False,West,Washington
ORD-111390,CUST-3552,Anonymous,Toys,Stem Toys,21.39,1,0.0,0.0,21.39,Credit Card,2023-10-17,2023,10,4,2023-10,Processing,False,North,Massachusetts
ORD-108387,CUST-2402,Anthony Taylor,Clothing,Accessories,503.2,2,0.0,0.0,1006.4,Paypal,2022-06-07,2022,6,2,2022-06,Processing,False,Central,Missouri
ORD-111888,CUST-4360,Karen Miller,Toys,Action Figures,842.77,8,5.0,337.11,6405.05,Gift Card,2024-02-23,2024,2,1,2024-02,Delivered,False,East,Wisconsin
ORD-109434,CUST-2770,Joseph Smith,Clothing,Men'S Wear,449.75,6,0.0,0.0,2698.5,Paypal,2024-06-21,2024,6,2,2024-06,Shipped,False,South,Texas
ORD-105492,CUST-1904,Nancy Wilson,Beauty,Haircare,854.56,8,20.0,1367.3,5469.18,Gift Card,2022-08-01,2022,8,3,2022-08,Delivered,False,Central,Minnesota
ORD-110779,CUST-5392,Nancy Thompson,Clothing,Kids' Wear,307.69,9,0.0,0.0,2769.21,Paypal,2022-05-03,2022,5,2,2022-05,Cancelled,False,South,Georgia
ORD-104518,CUST-1674,Emily Anderson,Toys,Action Figures,298.46,8,0.0,0.0,2387.68,Bank Transfer,2023-10-01,2023,10,4,2023-10,Processing,False,North,New York
ORD-111110,CUST-3861,Nancy Thompson,Books,Children'S,964.22,6,0.0,0.0,5785.32,Gift Card,2022-04-08,2022,4,2,2022-04,Processing,False,East,Illinois
ORD-108285,CUST-4573,James Jackson,Books,Comics,1271.71,1,0.0,0.0,1271.71,Gift Card,2023-05-29,2023,5,2,2023-05,Shipped,False,Central,Iowa
ORD-105138,CUST-2606,William Smith,Sports,Cycling,1026.26,1,5.0,51.31,974.95,Debit Card,2024-03-05,2024,3,1,2024-03,Processing,False,East,Indiana
ORD-106755,CUST-2159,Richard King,Books,Academic,677.13,5,10.0,338.56,3047.09,Gift Card,2023-01-17,2023,1,1,2023-01,Shipped,False,East,Michigan
ORD-111317,CUST-2703,Michael Smith,Food & Beverage,Coffee & Tea,685.17,2,0.0,0.0,1370.34,Credit Card,2024-03-11,2024,3,1,2024-03,Cancelled,False,East,Indiana
ORD-112617,CUST-5749,Barbara Garcia,Toys,Dolls,207.39,6,5.0,62.22,1182.12,Credit Card,2022-08-09,2022,8,3,2022-08,Processing,False,North,Connecticut
ORD-100257,CUST-2751,Thomas Jones,Clothing,Kids' Wear,1045.56,9,0.0,0.0,9410.04,Credit Card,2023-07-26,2023,7,3,2023-07,Processing,False,North,Connecticut
ORD-114352,CUST-1280,William Anderson,Electronics,Cameras,411.18,3,0.0,0.0,1233.54,Credit Card,2023-03-08,2023,3,1,2023-03,Unknown,False,North,New York
ORD-111429,CUST-1595,Patricia Brown,Toys,Dolls,715.56,2,15.0,214.67,1216.45,Gift Card,2022-10-27,2022,10,4,2022-10,Cancelled,False,North,Pennsylvania
ORD-113055,CUST-2773,Mary Jackson,Electronics,Cameras,882.2,4,0.0,0.0,3528.8,Paypal,2023-08-07,2023,8,3,2023-08,Shipped,False,South,Virginia
ORD-112083,CUST-5700,William Miller,Food & Beverage,Coffee & Tea,320.5,6,10.0,192.3,1730.7,Gift Card,2023-08-09,2023,8,3,2023-08,Processing,False,West,Washington
ORD-106931,CUST-5944,Daniel Jones,Toys,Puzzles,144.81,5,20.0,144.81,579.24,Debit Card,2023-12-05,2023,12,4,2023-12,Delivered,False,Central,Kansas
ORD-109707,CUST-5367,Barbara Johnson,Beauty,Skincare,679.1,9,10.0,611.19,5500.71,Paypal,2023-04-05,2023,4,2,2023-04,Delivered,False,Central,Minnesota
ORD-113384,CUST-4065,Thomas Jones,Books,Fiction,671.72,8,0.0,0.0,5373.76,Gift Card,2022-07-14,2022,7,3,2022-07,Cancelled,False,West,Washington
ORD-103625,CUST-2375,Sarah Young,Sports,Outdoor Gear,398.55,6,20.0,478.26,1913.04,Paypal,2023-03-17,2023,3,1,2023-03,Returned,True,South,Florida
ORD-100702,CUST-2997,Joseph Anderson,Sports,Fitness Equipment,508.22,8,0.0,0.0,4065.76,Unknown,2023-06-14,2023,6,2,2023-06,Processing,False,Central,Iowa
ORD-103189,CUST-4209,Patricia Wilson,Toys,Puzzles,1184.99,3,0.0,0.0,3554.97,Gift Card,2024-05-16,2024,5,2,2024-05,Unknown,False,East,Ohio
ORD-100503,CUST-2207,Anthony Garcia,Books,Academic,1221.62,6,20.0,1465.94,5863.78,Debit Card,2023-03-29,2023,3,1,2023-03,Processing,False,West,Oregon
ORD-111906,CUST-4216,Patricia Wright,Sports,Fitness Equipment,1171.04,1,0.0,0.0,1171.04,Paypal,2024-02-16,2024,2,1,2024-02,Cancelled,False,East,Ohio
ORD-113370,CUST-2208,Matthew Robinson,Home & Garden,Bedding,1279.83,4,0.0,0.0,5119.32,Bank Transfer,2022-02-21,2022,2,1,2022-02,Shipped,False,Central,Kansas
ORD-105441,CUST-4094,Jessica White,Books,Academic,330.29,1,0.0,0.0,330.29,Paypal,2023-09-26,2023,9,3,2023-09,Cancelled,False,East,Indiana
ORD-102556,CUST-2146,Emily Smith,Books,Non-Fiction,786.25,5,0.0,0.0,3931.25,Debit Card,2023-04-22,2023,4,2,2023-04,Delivered,False,East,Wisconsin
ORD-100848,CUST-3316,Susan King,Toys,Action Figures,755.78,2,0.0,0.0,1511.56,Credit Card,2024-05-29,2024,5,2,2024-05,Returned,True,Central,Iowa
ORD-102248,CUST-2579,Anonymous,Books,Comics,900.47,2,0.0,0.0,1800.94,Unknown,2022-05-24,2022,5,2,2022-05,Returned,True,West,California
ORD-105616,CUST-3046,Anthony Thompson,Books,Non-Fiction,1316.3,9,0.0,0.0,11846.7,Debit Card,2022-06-29,2022,6,2,2022-06,Processing,False,Central,Kansas
ORD-108813,CUST-3931,John Robinson,Food & Beverage,Organic,522.67,5,0.0,0.0,2613.35,Bank Transfer,2022-09-06,2022,9,3,2022-09,Delivered,False,Central,Colorado
ORD-100372,CUST-1079,Thomas Miller,Sports,Water Sports,146.19,3,10.0,43.86,394.71,Gift Card,2023-01-25,2023,1,1,2023-01,Cancelled,False,West,California
ORD-114283,CUST-2723,Christopher Thompson,Toys,Dolls,1003.07,6,20.0,1203.68,4814.74,Gift Card,2024-03-08,2024,3,1,2024-03,Processing,False,East,Michigan
ORD-105317,CUST-2962,Joseph Lewis,Sports,Team Sports,1438.51,7,0.0,0.0,10069.57,Paypal,2024-04-27,2024,4,2,2024-04,Shipped,False,East,Michigan
ORD-112102,CUST-1272,Emily Martin,Electronics,Smartphones,1469.28,2,0.0,0.0,2938.56,Gift Card,2022-07-01,2022,7,3,2022-07,Unknown,False,East,Indiana
ORD-105487,CUST-2262,Robert Lewis,Books,Fiction,995.17,4,10.0,398.07,3582.61,Credit Card,2022-07-11,2022,7,3,2022-07,Processing,False,South,Florida
ORD-105303,CUST-4060,Richard Allen,Food & Beverage,Supplements,1340.49,4,5.0,268.1,5093.86,Bank Transfer,2024-02-13,2024,2,1,2024-02,Shipped,False,East,Ohio
ORD-104052,CUST-1115,Michael Davis,Beauty,Personal Care,741.74,8,0.0,0.0,5933.92,Paypal,2024-06-09,2024,6,2,2024-06,Shipped,False,West,Oregon
ORD-103937,CUST-5864,Betty Williams,Food & Beverage,Coffee & Tea,244.54,4,0.0,0.0,978.16,Credit Card,2023-11-17,2023,11,4,2023-11,Returned,True,South,Virginia
ORD-106252,CUST-3774,Mary Thomas,Sports,Cycling,509.53,2,15.0,152.86,866.2,Bank Transfer,2023-04-30,2023,4,2,2023-04,Delivered,False,South,Virginia
ORD-114990,CUST-4669,Ashley Taylor,Toys,Action Figures,1409.13,3,0.0,0.0,4227.39,Gift Card,2022-08-12,2022,8,3,2022-08,Processing,False,North,Massachusetts
ORD-108877,CUST-3590,Karen Johnson,Food & Beverage,Supplements,502.85,2,0.0,0.0,1005.7,Gift Card,2022-01-25,2022,1,1,2022-01,Shipped,False,South,Georgia
ORD-112352,CUST-3130,Karen Lewis,Clothing,Footwear,382.76,3,15.0,172.24,976.04,Bank Transfer,2023-09-03,2023,9,3,2023-09,Processing,False,North,Massachusetts
ORD-110841,CUST-3453,Jennifer Anderson,Toys,Board Games,709.7,5,0.0,0.0,3548.5,Bank Transfer,2024-03-18,2024,3,1,2024-03,Returned,True,Central,Iowa
ORD-104076,CUST-5293,Sarah Young,Books,Fiction,646.45,1,0.0,0.0,646.45,Bank Transfer,2023-09-18,2023,9,3,2023-09,Processing,False,East,Michigan
ORD-100997,CUST-4090,Thomas Garcia,Home & Garden,Lighting,209.54,8,0.0,0.0,1676.32,Credit Card,2023-06-04,2023,6,2,2023-06,Shipped,False,East,Wisconsin
ORD-104332,CUST-1035,Sarah Thomas,Toys,Action Figures,662.58,7,0.0,0.0,4638.06,Bank Transfer,2023-06-19,2023,6,2,2023-06,Delivered,False,North,Connecticut
ORD-108324,CUST-1385,Mary Miller,Books,Comics,102.18,3,5.0,15.33,291.21,Unknown,2022-02-19,2022,2,1,2022-02,Processing,False,Central,Kansas
ORD-101176,CUST-4344,James Brown,Home & Garden,Lighting,1170.87,1,25.0,292.72,878.15,Bank Transfer,2024-02-01,2024,2,1,2024-02,Processing,False,East,Michigan
ORD-114676,CUST-3155,Jennifer Young,Electronics,Smartphones,282.43,2,15.0,84.73,480.13,Paypal,2024-05-18,2024,5,2,2024-05,Delivered,False,West,Oregon
ORD-100551,CUST-4603,Margaret Davis,Beauty,Haircare,1279.01,1,10.0,127.9,1151.11,Credit Card,2024-01-26,2024,1,1,2024-01,Unknown,False,East,Illinois
ORD-104840,CUST-2453,Susan Jones,Electronics,Headphones,1433.7,9,0.0,0.0,12903.3,Bank Transfer,2023-11-03,2023,11,4,2023-11,Processing,False,North,New York
ORD-112163,CUST-3154,Barbara Allen,Beauty,Fragrances,350.61,4,0.0,0.0,1402.44,Credit Card,2022-05-14,2022,5,2,2022-05,Cancelled,False,South,North Carolina
ORD-104372,CUST-3828,Karen Taylor,Books,Fiction,81.47,1,0.0,0.0,81.47,Bank Transfer,2023-05-07,2023,5,2,2023-05,Returned,True,West,Nevada
ORD-103497,CUST-4137,Barbara Jones,Beauty,Personal Care,1329.71,2,10.0,265.94,2393.48,Paypal,2024-01-07,2024,1,1,2024-01,Cancelled,False,North,New Jersey
ORD-113832,CUST-2810,Charles Anderson,Electronics,Headphones,1032.96,6,5.0,309.89,5887.87,Paypal,2023-12-22,2023,12,4,2023-12,Processing,False,South,Florida
ORD-113200,CUST-1687,Emily Thompson,Toys,Dolls,12.18,7,0.0,0.0,85.26,Debit Card,2024-06-09,2024,6,2,2024-06,Returned,True,South,Texas
ORD-107630,CUST-4450,James Johnson,Clothing,Footwear,735.46,2,0.0,0.0,1470.92,Credit Card,2023-04-01,2023,4,2,2023-04,Shipped,False,East,Indiana
ORD-101407,CUST-1932,Mark Taylor,Sports,Outdoor Gear,1209.48,9,0.0,0.0,10885.32,Bank Transfer,2022-08-05,2022,8,3,2022-08,Cancelled,False,Central,Kansas
ORD-112601,CUST-4107,John King,Electronics,Laptops,716.46,9,0.0,0.0,6448.14,Credit Card,2023-09-22,2023,9,3,2023-09,Delivered,False,South,Texas
ORD-112821,CUST-2724,Sarah Allen,Clothing,Kids' Wear,828.79,9,5.0,372.96,7086.15,Paypal,2023-03-07,2023,3,1,2023-03,Delivered,False,Central,Kansas
ORD-105176,CUST-3876,Mark Jones,Toys,Action Figures,1328.43,5,10.0,664.22,5977.93,Credit Card,2022-03-20,2022,3,1,2022-03,Returned,True,West,Oregon
ORD-105829,CUST-2135,Mary Williams,Clothing,Kids' Wear,804.53,8,0.0,0.0,6436.24,Gift Card,2023-11-03,2023,11,4,2023-11,Cancelled,False,South,North Carolina
ORD-106062,CUST-5317,Daniel Jackson,Beauty,Personal Care,740.43,3,15.0,333.19,1888.1,Credit Card,2023-10-07,2023,10,4,2023-10,Processing,False,East,Wisconsin
ORD-107945,CUST-1702,Daniel Anderson,Electronics,Headphones,215.6,8,0.0,0.0,1724.8,Gift Card,2022-05-13,2022,5,2,2022-05,Returned,True,Central,Minnesota
ORD-110903,CUST-5436,Anonymous,Clothing,Accessories,986.08,4,0.0,0.0,3944.32,Credit Card,2022-06-28,2022,6,2,2022-06,Delivered,False,East,Wisconsin
ORD-106775,CUST-2806,Thomas Harris,Clothing,Kids' Wear,434.45,1,15.0,65.17,369.28,Gift Card,2022-02-08,2022,2,1,2022-02,Returned,True,West,Nevada
ORD-103588,CUST-3757,Charles Allen,Clothing,Women'S Wear,193.37,8,20.0,309.39,1237.57,Paypal,2022-05-11,2022,5,2,2022-05,Delivered,False,South,Florida
ORD-111586,CUST-2709,Robert Williams,Food & Beverage,Coffee & Tea,624.23,8,5.0,249.69,4744.15,Gift Card,2023-05-07,2023,5,2,2023-05,Shipped,False,East,Illinois
ORD-110377,CUST-1898,Charles Thomas,Home & Garden,Lighting,772.04,2,0.0,0.0,1544.08,Bank Transfer,2022-02-26,2022,2,1,2022-02,Cancelled,False,South,Georgia
ORD-100693,CUST-4808,Christopher Taylor,Electronics,Tablets,367.4,2,0.0,0.0,734.8,Paypal,2023-05-26,2023,5,2,2023-05,Shipped,False,North,Massachusetts
ORD-102533,CUST-3136,Linda Jones,Home & Garden,Lighting,26.4,7,0.0,0.0,184.8,Debit Card,2022-04-06,2022,4,2,2022-04,Delivered,False,West,California
ORD-105011,CUST-5709,Charles Garcia,Books,Children'S,1061.37,6,15.0,955.23,5412.99,Gift Card,2023-05-31,2023,5,2,2023-05,Returned,True,South,Texas
ORD-103443,CUST-1775,William Taylor,Books,Fiction,1493.47,8,0.0,0.0,11947.76,Credit Card,2023-04-23,2023,4,2,2023-04,Shipped,False,Central,Kansas
ORD-100982,CUST-3188,Betty Allen,Books,Academic,164.36,9,10.0,147.92,1331.32,Debit Card,2022-10-20,2022,10,4,2022-10,Unknown,False,North,New York
ORD-108137,CUST-2270,David Williams,Electronics,Headphones,1445.91,1,0.0,0.0,1445.91,Bank Transfer,2023-08-09,2023,8,3,2023-08,Cancelled,False,North,New Jersey
ORD-105943,CUST-5101,Anonymous,Clothing,Men'S Wear,1319.69,5,5.0,329.92,6268.53,Debit Card,2022-08-20,2022,8,3,2022-08,Shipped,False,North,Pennsylvania
ORD-114274,CUST-2334,Emily Jackson,Toys,Puzzles,293.44,3,0.0,0.0,880.32,Gift Card,2022-03-26,2022,3,1,2022-03,Delivered,False,Central,Iowa
ORD-104222,CUST-1101,Jennifer Brown,Beauty,Makeup,1347.41,7,0.0,0.0,9431.87,Bank Transfer,2022-01-01,2022,1,1,2022-01,Returned,True,Central,Colorado
ORD-100091,CUST-3577,Michael Allen,Electronics,Smartphones,1071.3,9,25.0,2410.42,7231.28,Debit Card,2024-01-05,2024,1,1,2024-01,Cancelled,False,South,Georgia
ORD-105652,CUST-3615,Emily Jones,Home & Garden,Kitchenware,312.79,3,20.0,187.67,750.7,Credit Card,2024-02-08,2024,2,1,2024-02,Shipped,False,West,Washington
ORD-102266,CUST-4283,Margaret Wilson,Home & Garden,Bedding,889.59,4,0.0,0.0,3558.36,Bank Transfer,2023-02-15,2023,2,1,2023-02,Shipped,False,East,Ohio
ORD-110840,CUST-5320,Mary Taylor,Beauty,Makeup,1282.64,1,20.0,256.53,1026.11,Paypal,2022-01-05,2022,1,1,2022-01,Delivered,False,North,Massachusetts
ORD-108187,CUST-4685,Matthew Jones,Food & Beverage,Coffee & Tea,1404.51,8,0.0,0.0,11236.08,Bank Transfer,2022-01-02,2022,1,1,2022-01,Processing,False,Central,Minnesota
ORD-109617,CUST-2276,Barbara Williams,Food & Beverage,Beverages,1408.43,3,0.0,0.0,4225.29,Gift Card,2024-03-06,2024,3,1,2024-03,Unknown,False,North,Pennsylvania
ORD-109679,CUST-1282,Lisa Harris,Beauty,Skincare,496.74,6,0.0,0.0,2980.44,Credit Card,2022-01-01,2022,1,1,2022-01,Cancelled,False,Central,Missouri
ORD-100261,CUST-4104,Susan Anderson,Clothing,Women'S Wear,1485.13,4,15.0,891.08,5049.44,Debit Card,2022-09-01,2022,9,3,2022-09,Returned,True,North,Pennsylvania
ORD-114064,CUST-4742,Anthony Walker,Toys,Dolls,1134.4,7,10.0,794.08,7146.72,Paypal,2023-08-25,2023,8,3,2023-08,Delivered,False,North,Massachusetts
ORD-103337,CUST-2643,Mark Anderson,Food & Beverage,Snacks,1139.28,3,0.0,0.0,3417.84,Unknown,2022-01-13,2022,1,1,2022-01,Delivered,False,North,New Jersey
ORD-105497,CUST-2063,Robert Miller,Sports,Outdoor Gear,1334.06,2,5.0,133.41,2534.71,Bank Transfer,2023-12-28,2023,12,4,2023-12,Cancelled,False,East,Michigan
ORD-110062,CUST-5415,Mary King,Food & Beverage,Organic,876.88,5,0.0,0.0,4384.4,Credit Card,2023-10-24,2023,10,4,2023-10,Shipped,False,Central,Missouri
ORD-104016,CUST-2125,Michael Wilson,Books,Children'S,1329.7,1,0.0,0.0,1329.7,Paypal,2023-11-17,2023,11,4,2023-11,Delivered,False,Central,Iowa
ORD-103626,CUST-1726,James Thomas,Electronics,Cameras,5.98,1,0.0,0.0,5.98,Gift Card,2022-08-25,2022,8,3,2022-08,Processing,False,South,Texas
ORD-109269,CUST-1521,Ashley White,Sports,Team Sports,437.32,9,0.0,0.0,3935.88,Debit Card,2023-05-07,2023,5,2,2023-05,Returned,True,East,Ohio
ORD-100445,CUST-1947,Richard Lewis,Beauty,Personal Care,1421.14,9,5.0,639.51,12150.75,Bank Transfer,2023-01-13,2023,1,1,2023-01,Returned,True,West,Washington
ORD-106752,CUST-2908,Matthew Allen,Electronics,Laptops,459.94,5,20.0,459.94,1839.76,Unknown,2022-08-08,2022,8,3,2022-08,Cancelled,False,South,Georgia
ORD-105111,CUST-3153,Jennifer King,Food & Beverage,Beverages,1298.28,3,25.0,973.71,2921.13,Paypal,2023-09-04,2023,9,3,2023-09,Cancelled,False,West,California
ORD-105965,CUST-1935,James Taylor,Electronics,Smartphones,1346.81,5,0.0,0.0,6734.05,Paypal,2023-03-28,2023,3,1,2023-03,Returned,True,South,Virginia
ORD-112674,CUST-3416,Jennifer Wright,Toys,Action Figures,508.71,3,0.0,0.0,1526.13,Paypal,2022-09-20,2022,9,3,2022-09,Unknown,False,East,Illinois
ORD-103555,CUST-5441,Karen Robinson,Electronics,Headphones,937.88,7,0.0,0.0,6565.16,Gift Card,2022-06-20,2022,6,2,2022-06,Delivered,False,West,Oregon
ORD-102194,CUST-5807,Richard Lewis,Books,Fiction,170.93,1,0.0,0.0,170.93,Paypal,2022-04-15,2022,4,2,2022-04,Processing,False,East,Wisconsin
