order_id,customer_id,customer_name,category,sub_category,unit_price,quantity,discount_pct,payment_method,order_date,shipping_status,region,state
ORD-109027,CUST-2886,Anthony Thomas,  Home & Garden  ,Lighting,176.23,9,0,Gift Card,2023-07-18,Processing,West,Arizona
ORD-101108,CUST-5636,,  Electronics  ,Tablets,1045.55,8,0,Credit Card,01/21/2023,Cancelled,North,New York
ORD-114921,CUST-5081,Susan White,FOOD & BEVERAGE,Beverages,1361.4,9,10,Gift Card,30-Mar-2022,Returned,South,Georgia
ORD-113729,CUST-2363,Daniel Walker,Toys,Board Games,321.91,3,15,,10/11/2023,Returned,North,Pennsylvania
ORD-103229,CUST-5395,Emily Brown,SPORTS,Cycling,337.43,8,0,debit card,07/20/2022,processing,North,New Jersey
ORD-101453,CUST-4421,Karen Davis,books,Academic,858.06,8,0,Debit Card,06/10/2022,Returned,East,Wisconsin
ORD-109551,CUST-3601,David Thomas,Beauty,Personal Care,1419.67,4,15,Credit Card,05-Nov-2022,Shipped,South,Florida
ORD-108249,CUST-5664,Christopher Williams,Books,Academic,1197.71,3,0,Bank Transfer,27-Apr-2024,Processing,West,Arizona
ORD-103319,CUST-1978,Thomas Wilson,Electronics,Smartphones,1160.35,1,10,BANK TRANSFER,01/10/2023,Delivered,West,California
ORD-110140,CUST-1578,Margaret Wilson,HOME & GARDEN,Lighting,52.63,2,10,Bank Transfer,2022-05-28,Returned,Central,Iowa
ORD-105835,CUST-5291,Daniel Robinson,Electronics,Tablets,895.15,2,0,PayPal,2022-08-26,Processing,West,Arizona
ORD-114348,CUST-1211,Mark Lewis,clothing,Footwear,283.57,1,0,Bank Transfer,08-Jan-2024,Shipped,Central,Colorado
ORD-111187,CUST-4125,Mary Williams,Clothing,Footwear,1002.53,3,0,Credit Card,2024-01-18,Shipped,South,Texas
ORD-108204,CUST-2406,Nancy Jackson,Clothing,Men's Wear,997.79,4,20,PAYPAL,04-Feb-2024,Delivered,North,Pennsylvania
ORD-110356,CUST-1329,Linda Johnson,Home & Garden,Furniture,1180.34,3,5,Debit Card,2022-10-18,PROCESSING,West,Washington
ORD-102553,CUST-2378,Sarah Davis,Home & Garden,Furniture,1421.79,7,10,debit card,2023-10-09,RETURNED,East,Indiana
ORD-104775,CUST-3705,Sarah King,Beauty,Skincare,1242.15,2,5,Gift Card,20-Feb-2022,Returned,Central,Iowa
ORD-106472,CUST-1640,Donald Martin,Sports,Water Sports,973.04,1,0,Debit Card,12/09/2022,  Shipped  ,North,Massachusetts
ORD-102686,CUST-4113,Jennifer Jones,Sports,Fitness Equipment,190.93,7,5,Credit Card,03/05/2024,shipped,West,Washington
ORD-107524,CUST-1243,Joseph Martin,electronics,Tablets,535.49,9,0,PayPal,2023-04-18,Cancelled,West,Nevada
ORD-111304,CUST-1908,Michael Davis,Books,Non-Fiction,,5,15,Credit Card,2023-02-11,Shipped,North,New York
ORD-101563,CUST-3741,Jessica Thomas,CLOTHING,Footwear,415.84,1,15,Debit Card,2022-01-08,,West,Washington
ORD-108709,CUST-2914,Mary Young,Toys,Board Games,1086.75,1,10,Credit Card,2024-03-03,CANCELLED,East,Indiana
ORD-100555,CUST-3225,Ashley Jones,Home & Garden,Garden Tools,608.21,6,0,Bank Transfer,2024-05-25,cancelled,East,Ohio
ORD-103071,CUST-1020,Linda Taylor,Toys,Action Figures,916.96,3,0,GIFT CARD,05-Dec-2022,Cancelled,Central,Missouri
ORD-111767,CUST-2690,Sandra Thomas,BEAUTY,Haircare,83.02,9,0,Bank Transfer,08/25/2023,Returned,West,Oregon
ORD-112691,CUST-5153,Barbara Brown,TOYS,STEM Toys,1102.43,9,0,Bank Transfer,01/23/2023,Processing,West,Oregon
ORD-104474,CUST-5138,Betty King,Beauty,Makeup,1005.48,3,0,Debit Card,02/15/2023,Processing,North,Connecticut
ORD-107523,CUST-2102,Anthony King,Home & Garden,Kitchenware,1094.28,1,0,Bank Transfer,06-Mar-2023,,South,Texas
ORD-111971,CUST-2198,Ashley King,Food & Beverage,Beverages,484.54,5,,Gift Card,03/05/2022,Delivered,West,Oregon
ORD-111275,CUST-4583,Matthew Young,Toys,Puzzles,453.55,9,0,Gift Card,12/27/2022,Shipped,East,Wisconsin
ORD-104856,CUST-4034,Charles Miller,Books,Comics,223.3,2,15,PAYPAL,19-Aug-2022,Processing,Central,Kansas
ORD-105268,CUST-4563,Karen Smith,Home & Garden,Bedding,1287.5,9,10,Debit Card,2022-04-03,Processing,South,North Carolina
ORD-102853,CUST-2234,Patricia Walker,Toys,STEM Toys,1377.77,4,10,PayPal,2024-03-20,Returned,South,Virginia
ORD-113724,CUST-4348,Thomas Martin,Books,Academic,1421.1,6,10,Gift Card,12-Feb-2022,RETURNED,Central,Colorado
ORD-107791,CUST-3083,Ashley Johnson,TOYS,Board Games,332.88,4,0,bank transfer,2024-01-01,Returned,East,Illinois
ORD-111511,CUST-3444,John Johnson,Toys,Dolls,899.37,7,10,Credit Card,2022-02-12,Delivered,North,Pennsylvania
ORD-111661,CUST-3039,Charles Walker,Toys,Action Figures,1497.92,6,0,PAYPAL,2023-10-14,Cancelled,South,Texas
ORD-108358,CUST-1834,Joseph Wilson,books,Fiction,82.27,9,20,credit card,2022-07-17,  Processing  ,West,Nevada
ORD-104601,CUST-3816,Susan Martin,FOOD & BEVERAGE,Supplements,1176.16,7,5,Gift Card,28-Dec-2022,Shipped,Central,Kansas
ORD-113163,CUST-2423,Emily Anderson,Clothing,Footwear,,5,0,PayPal,14-Mar-2022,Delivered,South,Texas
ORD-111293,CUST-5386,Barbara Williams,Home & Garden,Bedding,1097.41,9,15,Debit Card,10/03/2022,Processing,West,Arizona
ORD-113977,CUST-5035,Jennifer Wilson,Books,Comics,501.6,3,15,BANK TRANSFER,2024-02-12,Delivered,South,North Carolina
ORD-102213,CUST-4911,Thomas Johnson,Food & Beverage,Supplements,1444.4,3,25,paypal,02-Mar-2022,Shipped,Central,Minnesota
ORD-104929,CUST-1426,Thomas Wilson,Home & Garden,Garden Tools,1379.22,1,0,paypal,2023-03-22,DELIVERED,South,Georgia
ORD-111027,CUST-1467,Betty White,Sports,Cycling,706.4,1,0,Credit Card,24-Jan-2022,Processing,East,Michigan
ORD-114457,CUST-1790,Betty Allen,Home & Garden,Lighting,175.91,4,0,Bank Transfer,2022-10-22,Delivered,East,Wisconsin
ORD-112064,CUST-2425,Betty Miller,FOOD & BEVERAGE,Supplements,1396.19,7,0,Debit Card,03/10/2022,  Shipped  ,Central,Iowa
ORD-112465,CUST-5843,Barbara Robinson,toys,Puzzles,370.99,8,0,PayPal,2024-05-16,Delivered,Central,Minnesota
ORD-102111,CUST-5738,Richard White,BOOKS,Children's,307.01,8,5,Gift Card,15-Feb-2024,Processing,West,Nevada
ORD-114665,CUST-4740,,Sports,Water Sports,,9,25,CREDIT CARD,05/06/2023,Processing,East,Wisconsin
ORD-108197,CUST-4553,,food & beverage,Beverages,437.93,3,,Debit Card,04/03/2024,processing,East,Indiana
ORD-112417,CUST-4607,Sandra Jackson,Sports,Water Sports,861.83,7,0,Gift Card,2023-03-17,Cancelled,East,Ohio
ORD-113752,CUST-2695,Joseph Smith,Electronics,Cameras,377.1,6,0,,2024-06-29,cancelled,South,Virginia
ORD-107953,CUST-4467,Margaret Walker,Clothing,Women's Wear,90.41,9,0,BANK TRANSFER,2024-03-10,Delivered,South,North Carolina
ORD-109052,CUST-1243,Susan Anderson,food & beverage,Supplements,65.97,8,10,paypal,08/18/2023,DELIVERED,North,Pennsylvania
ORD-107293,CUST-3126,Donald Thompson,CLOTHING,Accessories,741.71,1,5,DEBIT CARD,2023-02-07,Processing,South,Georgia
ORD-104446,CUST-3286,Mark Martin,Clothing,Footwear,275.43,3,0,Credit Card,2022-12-06,Processing,Central,Iowa
ORD-113707,CUST-4801,Betty Jones,Sports,Water Sports,374.14,6,0,Credit Card,2022-01-04,Shipped,East,Ohio
ORD-113529,CUST-5352,David Smith,SPORTS,Cycling,129.41,9,10,Credit Card,07-Apr-2024,Delivered,West,Oregon
ORD-107794,CUST-5017,John Walker,Electronics,Laptops,1092.06,5,0,GIFT CARD,2023-07-20,RETURNED,Central,Colorado
ORD-105026,CUST-1553,Joseph Young,Sports,Outdoor Gear,392.06,7,5,Gift Card,06/03/2022,Shipped,West,Oregon
ORD-100028,CUST-2307,Nancy Garcia,electronics,Laptops,890.66,2,0,Bank Transfer,06/09/2023,Delivered,North,Connecticut
ORD-114349,CUST-3716,Daniel Walker,TOYS,Board Games,549.0,3,0,,2022-05-10,Returned,Central,Minnesota
ORD-112143,CUST-3374,Lisa Davis,Toys,STEM Toys,266.89,4,0,PayPal,14-Oct-2022,Processing,West,Nevada
ORD-114091,CUST-4849,James Harris,Sports,Outdoor Gear,589.96,5,20,PayPal,2022-03-07,Returned,West,Arizona
ORD-110137,CUST-2173,Linda Brown,Food & Beverage,Supplements,975.39,6,0,credit card,2024-01-11,Delivered,North,Massachusetts
ORD-100355,CUST-5140,Barbara Thomas,Clothing,Women's Wear,965.42,2,0,Gift Card,11/13/2022,Processing,South,North Carolina
ORD-101429,CUST-1982,Patricia Thomas,electronics,Headphones,1302.54,2,0,gift card,12/15/2023,Processing,West,Oregon
ORD-111183,CUST-5873,Matthew Johnson,Sports,Water Sports,877.83,5,0,PAYPAL,23-Apr-2022,Returned,North,Pennsylvania
ORD-110688,CUST-2008,Matthew Young,Food & Beverage,Organic,,,10,Credit Card,18-Jun-2023,shipped,Central,Minnesota
ORD-110931,CUST-5097,Christopher Brown,Food & Beverage,Beverages,560.42,6,5,Credit Card,06-Mar-2024,Processing,East,Illinois
ORD-112387,CUST-1303,Thomas Allen,clothing,Footwear,679.75,6,10,BANK TRANSFER,2022-08-31,SHIPPED,South,Florida
ORD-114421,CUST-4154,Linda Smith,Sports,Team Sports,809.82,5,0,Credit Card,2024-04-22,Cancelled,West,Oregon
ORD-100332,CUST-3334,Mark Williams,Food & Beverage,Coffee & Tea,26.52,1,5,debit card,01-Jun-2023,Returned,Central,Missouri
ORD-105643,CUST-1987,Joseph Smith,Home & Garden,Kitchenware,527.67,6,,bank transfer,2022-02-02,Cancelled,Central,Kansas
ORD-114570,CUST-2902,David Jones,Beauty,Makeup,279.85,7,0,Credit Card,12-Jun-2024,Cancelled,East,Ohio
ORD-113563,CUST-2506,William Robinson,Home & Garden,Garden Tools,836.39,5,0,Bank Transfer,2024-01-12,Delivered,Central,Kansas
ORD-114190,CUST-4815,Nancy Thompson,Electronics,Headphones,632.99,2,0,Credit Card,2022-09-02,Delivered,South,Georgia
ORD-104224,CUST-5723,Margaret Smith,Clothing,Footwear,876.78,2,5,Gift Card,2023-10-11,Shipped,West,Nevada
ORD-100964,CUST-3239,Sarah Martin,Home & Garden,Furniture,436.6,7,0,Credit Card,02/17/2022,SHIPPED,West,California
ORD-114006,CUST-3495,Ashley Williams,Beauty,Skincare,585.61,3,0,Bank Transfer,27-Feb-2022,  Shipped  ,South,North Carolina
ORD-100120,CUST-4152,Donald Harris,Sports,Water Sports,,2,20,PayPal,2023-12-31,Delivered,South,Georgia
ORD-104930,CUST-2316,Jessica Harris,books,Fiction,638.54,9,5,credit card,04/30/2023,returned,South,Texas
ORD-106613,CUST-1194,Jennifer King,books,Non-Fiction,59.33,1,0,,08/10/2022,  Returned  ,North,Connecticut
ORD-105579,CUST-4072,Matthew Thompson,Food & Beverage,Snacks,661.5,4,0,Credit Card,25-Apr-2022,Processing,North,New Jersey
ORD-114060,CUST-1453,Barbara Thomas,Toys,STEM Toys,1156.88,2,10,Bank Transfer,13-Jun-2024,Returned,Central,Kansas
ORD-113915,CUST-5642,Joseph Robinson,Sports,Fitness Equipment,1121.12,9,0,Bank Transfer,07/05/2023,Returned,West,Oregon
ORD-104710,CUST-5639,Margaret Garcia,Home & Garden,Garden Tools,631.36,4,20,Debit Card,2022-04-27,PROCESSING,West,California
ORD-103281,CUST-5064,,CLOTHING,Footwear,279.25,3,0,,17-Oct-2022,Cancelled,East,Ohio
ORD-102370,CUST-4443,Michael Davis,SPORTS,Team Sports,980.18,1,15,PayPal,2024-05-12,delivered,North,Pennsylvania
ORD-105522,CUST-1497,Lisa Wright,Books,Fiction,971.38,3,0,Bank Transfer,31-May-2024,Delivered,North,Connecticut
ORD-102544,CUST-5667,William Wilson,Books,Children's,137.46,3,20,PayPal,2023-09-29,Cancelled,West,Arizona
ORD-111403,CUST-4516,Linda Robinson,Home & Garden,Furniture,634.68,1,0,Bank Transfer,2023-07-08,DELIVERED,Central,Colorado
ORD-109378,CUST-5132,Barbara Garcia,Home & Garden,Kitchenware,1315.09,5,0,Debit Card,2024-01-21,Shipped,West,Washington
ORD-102885,CUST-5227,Thomas Harris,Clothing,Footwear,1411.47,6,0,Gift Card,22-Jun-2022,Cancelled,East,Wisconsin
ORD-114640,CUST-2954,Sandra Garcia,Books,Children's,800.69,2,15,CREDIT CARD,2022-10-21,Shipped,South,Virginia
ORD-102178,CUST-3379,Karen Martin,Beauty,Haircare,1042.76,5,5,Debit Card,2024-06-26,delivered,East,Michigan
ORD-111176,CUST-1928,Betty Anderson,Electronics,Tablets,902.33,5,10,PayPal,12/31/2022,Shipped,West,Oregon
ORD-104898,CUST-4469,Joseph Wilson,Electronics,Smartphones,-139.19,1,10,Debit Card,05-May-2022,Processing,East,Michigan
ORD-105153,CUST-5605,Lisa Brown,BEAUTY,Fragrances,1141.8,1,5,debit card,21-Apr-2024,delivered,Central,Iowa
ORD-101209,CUST-5460,Linda Allen,  Toys  ,Action Figures,,4,10,debit card,2022-04-30,Delivered,East,Wisconsin
ORD-108048,CUST-5780,Betty Thompson,Toys,Puzzles,1305.94,8,15,Debit Card,24-Oct-2023,Cancelled,Central,Missouri
ORD-107771,CUST-3062,Patricia King,sports,Water Sports,1064.6,7,0,Bank Transfer,12/26/2023,SHIPPED,West,Nevada
ORD-109705,CUST-3475,,TOYS,STEM Toys,263.05,1,0,GIFT CARD,2022-06-30,DELIVERED,Central,Iowa
ORD-107733,CUST-3543,Michael Garcia,Food & Beverage,Organic,1216.16,3,5,Bank Transfer,23-Dec-2022,DELIVERED,West,California
ORD-103123,CUST-4906,Jennifer Martin,beauty,Personal Care,691.12,7,5,PayPal,2022-11-14,Returned,East,Wisconsin
ORD-112132,CUST-3443,Thomas Harris,Books,Fiction,414.89,9,0,Bank Transfer,2024-06-20,Returned,North,New Jersey
ORD-101544,CUST-1690,David Miller,BOOKS,Comics,,4,10,PayPal,18-Apr-2023,Cancelled,North,New York
ORD-110663,CUST-1684,Lisa Taylor,  Beauty  ,Fragrances,669.37,1,0,Debit Card,04/09/2023,Processing,North,New Jersey
ORD-114416,CUST-4457,Ashley Robinson,Books,Comics,1102.49,3,0,Bank Transfer,11/03/2023,returned,East,Michigan
ORD-110843,CUST-4371,Mary Jackson,Sports,Cycling,440.91,9,0,PayPal,05/16/2022,Delivered,Central,Iowa
ORD-107017,CUST-3994,Joseph Williams,Clothing,Women's Wear,122.41,1,5,Debit Card,2023-04-10,RETURNED,South,Virginia
ORD-111400,CUST-1881,Thomas White,Electronics,Laptops,225.17,5,0,GIFT CARD,2022-10-11,Returned,West,Washington
ORD-109728,CUST-5300,Joseph Wilson,food & beverage,Beverages,283.32,6,,Credit Card,05-Apr-2022,returned,Central,Colorado
ORD-110224,CUST-4839,Sandra Thompson,Home & Garden,Lighting,32.59,7,0,Gift Card,2023-04-26,Delivered,North,Pennsylvania
ORD-113809,CUST-3166,Matthew Jones,Clothing,Footwear,189.27,8,0,Gift Card,2024-03-23,Returned,North,Connecticut
ORD-100945,CUST-1994,Margaret Johnson,beauty,Personal Care,21.44,1,,bank transfer,2022-01-05,Delivered,West,Nevada
ORD-113811,CUST-3703,Daniel Williams,Food & Beverage,Snacks,18.82,3,10,Gift Card,13-Aug-2023,Processing,North,Pennsylvania
ORD-104550,CUST-4695,Donald Taylor,Sports,Fitness Equipment,1399.47,8,0,credit card,12-Feb-2024,Returned,East,Illinois
ORD-113534,CUST-5382,Richard Walker,books,Children's,693.69,2,0,PayPal,04/06/2022,Delivered,South,Texas
ORD-112332,CUST-5986,,Food & Beverage,Beverages,1324.18,9,5,Debit Card,19-Apr-2022,Processing,South,North Carolina
ORD-108291,CUST-3816,John Davis,Clothing,Footwear,1041.35,9,5,paypal,09-Jan-2022,Processing,West,California
ORD-108416,CUST-4555,Susan Young,Home & Garden,Furniture,1164.24,7,0,Bank Transfer,08/07/2022,Delivered,West,California
ORD-109156,CUST-2885,Sandra Garcia,Home & Garden,Bedding,1399.31,6,,Credit Card,2022-01-18,Cancelled,South,Florida
ORD-114428,CUST-2948,Jennifer Anderson,Sports,Water Sports,822.16,8,5,,12/01/2023,Cancelled,South,Virginia
ORD-101675,CUST-4071,Ashley White,food & beverage,Beverages,460.5,4,0,  Debit Card  ,08/22/2023,Processing,South,Florida
ORD-109525,CUST-5812,Charles White,clothing,Accessories,693.72,8,10,Bank Transfer,2022-01-15,Returned,East,Michigan
ORD-101561,CUST-5897,Mary Johnson,Electronics,Tablets,359.12,4,0,Debit Card,04/18/2023,Cancelled,South,North Carolina
ORD-111709,CUST-2454,Lisa King,Books,Children's,900.52,4,0,Gift Card,2024-02-08,Processing,North,Massachusetts
ORD-114609,CUST-4437,Anthony Martin,Home & Garden,Lighting,1064.51,5,15,,03-Apr-2023,PROCESSING,West,Arizona
ORD-113332,CUST-4057,Susan Martin,Home & Garden,Lighting,767.29,4,20,PayPal,2022-09-30,,South,Florida
ORD-106213,CUST-1377,William Martin,Sports,Water Sports,529.31,5,20,debit card,2022-08-29,Processing,North,New Jersey
ORD-107971,CUST-4120,Nancy Anderson,Food & Beverage,Snacks,957.39,7,0,PayPal,2022-04-10,Processing,South,Florida
ORD-106044,CUST-5742,Charles Anderson,FOOD & BEVERAGE,Snacks,1052.02,9,0,Bank Transfer,01-Nov-2022,Shipped,Central,Colorado
ORD-104541,CUST-2458,Betty Jackson,SPORTS,Fitness Equipment,779.53,5,0,Debit Card,26-Dec-2023,CANCELLED,North,Connecticut
ORD-101782,CUST-2019,Sandra Lewis,Food & Beverage,Organic,694.91,9,,Gift Card,2024-05-18,Cancelled,North,New Jersey
ORD-108487,CUST-5633,Charles Lewis,Home & Garden,Kitchenware,773.24,6,5,Gift Card,2023-07-05,Shipped,East,Indiana
ORD-113586,CUST-5953,Joseph Robinson,Clothing,Accessories,1416.54,1,,Gift Card,08-Feb-2024,Cancelled,South,Georgia
ORD-101095,CUST-4958,Lisa Young,Toys,Action Figures,268.91,6,,Bank Transfer,2023-02-20,Shipped,North,Massachusetts
ORD-109001,CUST-4457,Susan Jackson,Electronics,Smartphones,790.41,3,5,,09/25/2023,Processing,Central,Kansas
ORD-110772,CUST-4429,Margaret Allen,Sports,Team Sports,653.38,9,0,  Gift Card  ,22-May-2022,,West,Nevada
ORD-109246,CUST-3783,Christopher Wright,Home & Garden,Garden Tools,736.35,1,0,debit card,2024-06-22,Returned,North,New Jersey
ORD-103287,CUST-5643,Matthew Wilson,CLOTHING,Footwear,1206.29,6,0,Credit Card,23-Aug-2023,PROCESSING,North,Massachusetts
ORD-112517,CUST-5591,Karen White,Toys,Action Figures,1479.6,6,0,gift card,06/16/2024,Shipped,South,Texas
ORD-100677,CUST-5144,Betty Jackson,Beauty,Haircare,599.79,,0,PayPal,25-Nov-2022,Cancelled,West,Oregon
ORD-106193,CUST-5289,Patricia King,Toys,Board Games,1406.53,2,10,Debit Card,06/04/2024,  Cancelled  ,East,Wisconsin
ORD-102605,CUST-4251,Joseph Taylor,Electronics,Laptops,769.14,1,0,PayPal,01/13/2023,,North,New York
ORD-101392,CUST-1430,Mary Wright,Clothing,Footwear,258.79,6,5,PAYPAL,2023-02-14,Shipped,West,Washington
ORD-107105,CUST-3510,Charles Walker,Electronics,Tablets,105.15,4,0,,03/03/2023,delivered,East,Michigan
ORD-113109,CUST-3275,Mark Allen,SPORTS,Team Sports,264.59,2,20,Bank Transfer,25-Jun-2024,Processing,South,Texas
ORD-100752,CUST-3511,Karen Taylor,Toys,Board Games,943.42,9,0,paypal,07-Jun-2023,Returned,West,Arizona
ORD-101711,CUST-5888,David Smith,Books,Non-Fiction,96.72,2,0,debit card,06/24/2024,Delivered,East,Michigan
ORD-103737,CUST-1504,Betty Smith,Sports,Cycling,1128.01,2,5,  Gift Card  ,29-Jun-2023,shipped,West,Oregon
ORD-114822,CUST-1522,Mary Jones,Sports,Water Sports,465.38,6,0,Debit Card,11-Jun-2022,Cancelled,West,Nevada
ORD-112939,CUST-4373,Lisa Anderson,Toys,Puzzles,431.52,2,0,BANK TRANSFER,2023-05-29,processing,West,Nevada
ORD-103215,CUST-1553,Nancy Anderson,Food & Beverage,Snacks,180.74,7,20,Debit Card,18-Jul-2022,Cancelled,West,Nevada
ORD-100797,CUST-4913,Sarah Walker,Clothing,Accessories,849.87,8,15,Bank Transfer,12-Dec-2023,Shipped,East,Wisconsin
ORD-108300,CUST-2074,John Robinson,Toys,Puzzles,1183.47,3,5,Debit Card,03-Dec-2023,Shipped,Central,Colorado
ORD-101777,CUST-3343,Susan Williams,Beauty,Fragrances,659.22,4,0,Gift Card,06/12/2024,Cancelled,North,New York
ORD-104113,CUST-3070,Mark Lewis,HOME & GARDEN,Bedding,139.37,,0,BANK TRANSFER,2023-03-10,Processing,West,Oregon
ORD-101770,CUST-5222,Margaret Allen,Sports,Outdoor Gear,691.87,3,0,Debit Card,2023-06-03,returned,East,Michigan
ORD-113796,CUST-1848,,Books,Academic,1447.5,5,0,Debit Card,02-Jan-2024,Delivered,North,New York
ORD-110285,CUST-1927,Barbara Walker,Food & Beverage,Organic,166.64,2,10,PayPal,01/18/2024,cancelled,East,Michigan
ORD-112911,CUST-4255,Robert Wright,  Clothing  ,Kids' Wear,1451.63,9,25,Bank Transfer,18-Oct-2023,Processing,Central,Iowa
ORD-107113,CUST-2215,David Allen,BOOKS,Comics,290.96,2,5,PayPal,2024-04-06,Delivered,East,Indiana
ORD-106412,CUST-4890,Susan King,Beauty,Makeup,1285.58,9,5,DEBIT CARD,09/03/2023,Delivered,Central,Iowa
ORD-103022,CUST-5999,Susan Thomas,Home & Garden,Furniture,1029.74,8,0,Debit Card,02/19/2022,Delivered,East,Indiana
ORD-104228,CUST-5252,William Allen,Beauty,Makeup,701.94,,15,Credit Card,07/16/2023,,East,Illinois
ORD-113938,CUST-2864,Michael Young,Beauty,Fragrances,646.87,9,0,Bank Transfer,2023-06-22,processing,Central,Missouri
ORD-103012,CUST-4684,Michael Wright,sports,Team Sports,463.63,2,5,Debit Card,2022-03-07,  Processing  ,North,Pennsylvania
ORD-113837,CUST-3512,Karen Jones,Books,Non-Fiction,1248.14,6,,Debit Card,10/22/2023,Shipped,North,Massachusetts
ORD-109792,CUST-2962,Mary King,BEAUTY,Haircare,27.37,1,0,PayPal,2024-03-06,CANCELLED,Central,Minnesota
ORD-105764,CUST-4183,Matthew Walker,Books,Comics,1312.74,2,0,Bank Transfer,02/06/2022,Shipped,North,Pennsylvania
ORD-102357,CUST-1371,Anthony Jackson,TOYS,STEM Toys,104.33,5,10,paypal,28-Apr-2024,Processing,North,New Jersey
ORD-104619,CUST-3381,Joseph Johnson,  Home & Garden  ,Bedding,1288.75,8,0,Credit Card,03-Oct-2023,Shipped,South,Texas
ORD-111114,CUST-5386,Donald Anderson,Beauty,Personal Care,856.42,8,0,PayPal,30-Dec-2022,Returned,South,Florida
ORD-106886,CUST-3668,David Garcia,  Electronics  ,Smartphones,314.27,9,0,credit card,01/17/2024,Processing,East,Michigan
ORD-107515,CUST-2207,Susan Miller,Beauty,Personal Care,1231.76,1,15,PayPal,2023-04-07,Cancelled,North,New York
ORD-110042,CUST-4966,Anthony White,Clothing,Women's Wear,341.22,1,,Debit Card,07/06/2022,  Returned  ,East,Illinois
ORD-100527,CUST-3041,Charles Jones,Sports,Water Sports,413.74,6,0,Debit Card,29-Jun-2024,Delivered,West,California
ORD-100366,CUST-3145,Linda Taylor,Books,Fiction,1441.98,9,0,PayPal,2022-10-01,Processing,Central,Iowa
ORD-106098,CUST-2698,Nancy Thompson,Books,Academic,301.3,8,5,Gift Card,06-May-2022,Returned,North,New Jersey
ORD-113910,CUST-5380,David Brown,Sports,Fitness Equipment,1273.86,5,0,PayPal,30-Dec-2022,Delivered,West,California
ORD-104264,CUST-5083,Barbara King,Sports,Water Sports,991.24,4,0,Credit Card,11/11/2023,RETURNED,West,Washington
ORD-104262,CUST-4670,Karen Jackson,Books,Academic,625.16,3,0,PayPal,04-May-2022,Processing,South,Virginia
ORD-108355,CUST-1908,Joseph Miller,Electronics,Cameras,479.3,9,5,credit card,2023-09-19,DELIVERED,West,Oregon
ORD-101919,CUST-5516,John Jones,Electronics,Tablets,621.87,7,10,Gift Card,06-Apr-2023,CANCELLED,North,Connecticut
ORD-100701,CUST-4692,Charles Lewis,food & beverage,Coffee & Tea,82.48,2,15,PAYPAL,09-May-2022,Delivered,South,Virginia
ORD-106170,CUST-5071,Sandra Martin,Food & Beverage,Beverages,83.97,5,0,Credit Card,26-Nov-2023,  Cancelled  ,South,Florida
ORD-106679,CUST-2241,Robert Robinson,Home & Garden,Kitchenware,793.73,9,0,Gift Card,05/13/2024,returned,North,Massachusetts
ORD-109507,CUST-5914,Thomas Young,Electronics,Laptops,915.45,8,10,Gift Card,2022-04-27,processing,Central,Colorado
ORD-105018,CUST-3782,Anthony Harris,Clothing,Men's Wear,841.82,8,15,Debit Card,10-Jan-2024,Processing,East,Wisconsin
ORD-106805,CUST-2092,Patricia Williams,Home & Garden,Garden Tools,1200.54,7,0,Gift Card,05/09/2023,Cancelled,South,Florida
ORD-104423,CUST-1440,Charles Walker,SPORTS,Water Sports,1094.34,9,20,Bank Transfer,10/04/2023,  Shipped  ,North,Connecticut
ORD-112737,CUST-2922,Karen Harris,food & beverage,Organic,885.02,8,0,Debit Card,03-Apr-2022,Cancelled,West,Oregon
ORD-104868,CUST-2096,Thomas Taylor,home & garden,Furniture,896.72,5,0,PAYPAL,06-Mar-2024,Returned,West,Washington
ORD-101298,CUST-5959,Robert Brown,CLOTHING,Women's Wear,956.46,8,0,Debit Card,10-Nov-2022,Shipped,North,New Jersey
ORD-107110,CUST-4046,Sandra Lewis,CLOTHING,Accessories,1081.9,5,0,Gift Card,2023-05-31,Shipped,North,New York
ORD-101352,CUST-5556,Joseph King,electronics,Laptops,660.73,4,5,gift card,15-Feb-2023,Delivered,Central,Colorado
ORD-102926,CUST-5808,Joseph Jones,Beauty,Makeup,1211.01,1,15,Bank Transfer,02/22/2022,Processing,East,Michigan
ORD-108029,CUST-3920,Mark Jones,books,Academic,1210.11,9,0,PayPal,07/10/2023,Shipped,South,Florida
ORD-112233,CUST-5821,Barbara White,home & garden,Garden Tools,322.13,4,15,Credit Card,25-Jul-2022,  Cancelled  ,Central,Colorado
ORD-101287,CUST-2033,Christopher Johnson,Food & Beverage,Beverages,529.19,5,10,gift card,2024-05-13,Returned,East,Michigan
ORD-106729,CUST-2953,Patricia Jones,HOME & GARDEN,Kitchenware,1211.86,6,15,CREDIT CARD,2022-03-15,Returned,Central,Minnesota
ORD-111408,CUST-1526,Lisa Young,toys,Board Games,761.45,9,0,Gift Card,06-Jun-2022,Returned,West,California
ORD-112391,CUST-2784,Joseph Robinson,Clothing,Footwear,1411.37,7,15,PayPal,01/10/2024,Returned,North,New Jersey
ORD-104350,CUST-4151,David Robinson,Sports,Team Sports,1177.69,9,0,PayPal,2023-05-09,Shipped,East,Indiana
ORD-108768,CUST-3141,Sarah Thompson,Food & Beverage,Snacks,600.85,2,0,Gift Card,11-Oct-2022,Processing,West,California
ORD-103697,CUST-2258,James Young,Home & Garden,Lighting,1003.46,3,0,Credit Card,10/10/2023,Processing,Central,Missouri
